"","X","ID","Relative_Year","Contribution","Cohort","Year","Proportional","Sex","Total_Genetic","cohort.10y","Parish"
"114095",128361,"P0000036870","A341",0.91259765625,1649,1990,0.00024658137158876,"Male","3701","1645","Elm"
"114438",128778,"P0000041500","A341",0,1649,1990,0,"Male","3701","1645","Elm"
"114780",129194,"P0000028613","A340",0.7197265625,1650,1990,0.000194468133612537,"Male","3701","1645","Elm"
"115122",129611,"P0000031024","A340",0,1650,1990,0,"Male","3701","1645","Elm"
"115463",130027,"P0000014018","A339",0,1651,1990,0,"Male","3701","1645","Elm"
"115804",130444,"P0000031028","A339",0,1651,1990,0,"Male","3701","1645","Elm"
"116145",130861,"P0000032517","A339",0,1651,1990,0,"Male","3701","1645","Elm"
"116486",131278,"P0000036871","A339",0,1651,1990,0,"Male","3701","1645","Elm"
"116826",131694,"P0000030609","A338",0,1652,1990,0,"Male","3701","1645","Elm"
"117165",132110,"P0000031037","A337",0,1653,1990,0,"Male","3701","1645","Elm"
"117503",132526,"P0000014032","A336",0.759765625,1654,1990,0.000205286577951905,"Male","3701","1645","Elm"
"117841",132943,"P0000031029","A336",0,1654,1990,0,"Male","3701","1645","Elm"
"118178",133359,"P0000031025","A335",2.5556640625,1655,1990,0.00069053338624696,"Male","3701","1655","Elm"
"118515",133776,"P0000031038","A335",0,1655,1990,0,"Male","3701","1655","Elm"
"118852",134193,"P0000032527","A335",0.37939453125,1655,1990,0.000102511356727911,"Male","3701","1655","Elm"
"119188",134609,"P0000028623","A334",0,1656,1990,0,"Male","3701","1655","Elm"
"119524",135026,"P0000028626","A334",0,1656,1990,0,"Male","3701","1655","Elm"
"119860",135443,"P0000030611","A334",0,1656,1990,0,"Male","3701","1655","Elm"
"120196",135860,"P0000031318","A334",0,1656,1990,0,"Male","3701","1655","Elm"
"120532",136277,"P0000032532","A334",1.943359375,1656,1990,0.000525090347203459,"Male","3701","1655","Elm"
"120867",136693,"P0000031319","A333",0,1657,1990,0,"Male","3701","1655","Elm"
"121202",137110,"P0000032535","A333",0,1657,1990,0,"Male","3701","1655","Elm"
"121536",137526,"P0000031042","A332",0,1658,1990,0,"Male","3701","1655","Elm"
"121870",137860,"P0000032536","A332",2.15673828125,1658,1990,0.000582744739597406,"Male","3701","1655","Elm"
"122204",138194,"P0000041517","A332",0,1658,1990,0,"Male","3701","1655","Elm"
"122537",138527,"P0000014024","A331",0,1659,1990,0,"Male","3701","1655","Elm"
"122870",138861,"P0000025232","A331",1.3115234375,1659,1990,0.000354370018238314,"Male","3701","1655","Elm"
"123203",139195,"P0000028615","A331",4.9150390625,1659,1990,0.00132803000878141,"Male","3701","1655","Elm"
"123536",139529,"P0000032528","A331",0,1659,1990,0,"Male","3701","1655","Elm"
"123869",139863,"P0000032533","A331",2.5546875,1659,1990,0.000690269521750878,"Male","3701","1655","Elm"
"124202",140197,"P0000032543","A331",7.29052734375,1659,1990,0.00196988039550122,"Male","3701","1655","Elm"
"124534",140530,"P0000030690","A330",0,1660,1990,0,"Male","3701","1655","Elm"
"124866",140864,"P0000031043","A330",0.8134765625,1660,1990,0.000219799125236423,"Male","3701","1655","Elm"
"125198",141198,"P0000032529","A330",15.33544921875,1660,1990,0.00414359611422589,"Male","3701","1655","Elm"
"125529",141531,"P0000014045","A329",0,1661,1990,0,"Male","3701","1655","Elm"
"125860",141865,"P0000028616","A329",0,1661,1990,0,"Male","3701","1655","Elm"
"126191",142199,"P0000028629","A329",0,1661,1990,0,"Male","3701","1655","Elm"
"126522",142533,"P0000031320","A329",1.5322265625,1661,1990,0.000414003394352878,"Male","3701","1655","Elm"
"126853",142867,"P0000032538","A329",9.3896484375,1661,1990,0.00253705712982978,"Male","3701","1655","Elm"
"127184",143201,"P0000032544","A329",13.73095703125,1661,1990,0.00371006674716293,"Male","3701","1655","Elm"
"127515",143535,"P0000036872","A329",1.5615234375,1661,1990,0.000421919329235342,"Male","3701","1655","Elm"
"127845",143868,"P0000014039","A328",0,1662,1990,0,"Male","3701","1655","Elm"
"128175",144202,"P0000014046","A328",0,1662,1990,0,"Male","3701","1655","Elm"
"128505",144536,"P0000032534","A328",2.6220703125,1662,1990,0.000708476171980546,"Male","3701","1655","Elm"
"128835",144870,"P0000032545","A328",0,1662,1990,0,"Male","3701","1655","Elm"
"129165",145204,"P0000032554","A328",0,1662,1990,0,"Male","3701","1655","Elm"
"129495",145538,"P0000041523","A328",10.55517578125,1662,1990,0.00285197940590381,"Male","3701","1655","Elm"
"129824",145871,"P0000014056","A327",0.580078125,1663,1990,0.000156735510672791,"Male","3701","1655","Elm"
"130153",146205,"P0000025234","A327",2.66015625,1663,1990,0.000718766887327749,"Male","3701","1655","Elm"
"130482",146539,"P0000031045","A327",0,1663,1990,0,"Male","3701","1655","Elm"
"130811",146873,"P0000032555","A327",0,1663,1990,0,"Male","3701","1655","Elm"
"131140",147207,"P0000034569","A327",0,1663,1990,0,"Male","3701","1655","Elm"
"131468",147540,"P0000030691","A326",0,1664,1990,0,"Male","3701","1655","Elm"
"131796",147874,"P0000032559","A326",0,1664,1990,0,"Male","3701","1655","Elm"
"132123",148207,"P0000014049","A325",0,1665,1990,0,"Male","3701","1665","Elm"
"132450",148541,"P0000014064","A325",0,1665,1990,0,"Male","3701","1665","Elm"
"132777",148875,"P0000025243","A325",2.4794921875,1665,1990,0.000669951955552553,"Male","3701","1665","Elm"
"133104",149209,"P0000028396","A325",0,1665,1990,0,"Male","3701","1665","Elm"
"133431",149543,"P0000028630","A325",2.5654296875,1665,1990,0.000693172031207782,"Male","3701","1665","Elm"
"133758",149877,"P0000037388","A325",0,1665,1990,0,"Male","3701","1665","Elm"
"134085",150211,"P0000039098","A325",0,1665,1990,0,"Male","3701","1665","Elm"
"134412",150545,"P0000041520","A325",0,1665,1990,0,"Male","3701","1665","Elm"
"134738",150878,"P0000014050","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"135064",151212,"P0000014065","A324",2.2451171875,1666,1990,0.00060662447649284,"Male","3701","1665","Elm"
"135390",151546,"P0000025235","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"135716",151880,"P0000030692","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"136042",152214,"P0000031046","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"136368",152548,"P0000031065","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"136694",152882,"P0000032539","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"137020",153216,"P0000034571","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"137346",153550,"P0000037395","A324",13.56005859375,1666,1990,0.00366389046034855,"Male","3701","1665","Elm"
"137672",153884,"P0000040660","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"137998",154218,"P0000041525","A324",0,1666,1990,0,"Male","3701","1665","Elm"
"138323",154551,"P0000025276","A323",0.3955078125,1667,1990,0.000106865120913267,"Male","3701","1665","Elm"
"138648",154885,"P0000031072","A323",5.72900390625,1667,1990,0.00154796106626587,"Male","3701","1665","Elm"
"138973",155219,"P0000032548","A323",0,1667,1990,0,"Male","3701","1665","Elm"
"139298",155553,"P0000032551","A323",0,1667,1990,0,"Male","3701","1665","Elm"
"139623",155887,"P0000032567","A323",0,1667,1990,0,"Male","3701","1665","Elm"
"139948",156221,"P0000034577","A323",0,1667,1990,0,"Male","3701","1665","Elm"
"140272",156554,"P0000014076","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"140596",156888,"P0000025273","A322",1.2509765625,1668,1990,0.000338010419481221,"Male","3701","1665","Elm"
"140920",157222,"P0000028635","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"141244",157556,"P0000030693","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"141568",157890,"P0000031058","A322",5.85693359375,1668,1990,0.00158252731525263,"Male","3701","1665","Elm"
"141892",158224,"P0000031066","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"142216",158558,"P0000032557","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"142540",158892,"P0000037396","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"142864",159226,"P0000040661","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"143188",159560,"P0000041526","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"143512",159894,"P0000041529","A322",0,1668,1990,0,"Male","3701","1665","Elm"
"143835",160227,"P0000025244","A321",0,1669,1990,0,"Male","3701","1665","Elm"
"144158",160561,"P0000025245","A321",0,1669,1990,0,"Male","3701","1665","Elm"
"144481",160895,"P0000028398","A321",1.59716796875,1669,1990,0.00043155038334234,"Male","3701","1665","Elm"
"144804",161229,"P0000028648","A321",0,1669,1990,0,"Male","3701","1665","Elm"
"145127",161563,"P0000031052","A321",1.8251953125,1669,1990,0.00049316274317752,"Male","3701","1665","Elm"
"145450",161897,"P0000031060","A321",0,1669,1990,0,"Male","3701","1665","Elm"
"145773",162231,"P0000034572","A321",0.658203125,1669,1990,0.000177844670359362,"Male","3701","1665","Elm"
"146095",162564,"P0000014084","A320",0.91650390625,1670,1990,0.000247636829573088,"Male","3701","1665","Elm"
"146417",162898,"P0000025236","A320",0,1670,1990,0,"Male","3701","1665","Elm"
"146739",163232,"P0000025274","A320",0,1670,1990,0,"Male","3701","1665","Elm"
"147061",163566,"P0000028643","A320",1.369140625,1670,1990,0.00036993802350716,"Male","3701","1665","Elm"
"147383",163900,"P0000031047","A320",2.068359375,1670,1990,0.000558865002701972,"Male","3701","1665","Elm"
"147705",164234,"P0000031067","A320",0,1670,1990,0,"Male","3701","1665","Elm"
"148027",164568,"P0000037399","A320",0,1670,1990,0,"Male","3701","1665","Elm"
"148349",164902,"P0000041522","A320",0,1670,1990,0,"Male","3701","1665","Elm"
"148671",165236,"P0000041527","A320",0.580078125,1670,1990,0.000156735510672791,"Male","3701","1665","Elm"
"148992",165569,"P0000025248","A319",0,1671,1990,0,"Male","3701","1665","Elm"
"149313",165903,"P0000028443","A319",4.4189453125,1671,1990,0.00119398684477168,"Male","3701","1665","Elm"
"149634",166237,"P0000031034","A319",8.4833984375,1671,1990,0.00229219087746555,"Male","3701","1665","Elm"
"149955",166571,"P0000031061","A319",0,1671,1990,0,"Male","3701","1665","Elm"
"150276",166905,"P0000031075","A319",0,1671,1990,0,"Male","3701","1665","Elm"
"150597",167239,"P0000031091","A319",0,1671,1990,0,"Male","3701","1665","Elm"
"150918",167573,"P0000032530","A319",0,1671,1990,0,"Male","3701","1665","Elm"
"151239",167907,"P0000032571","A319",0.19091796875,1671,1990,5.15855089840584e-05,"Male","3701","1665","Elm"
"151560",168241,"P0000034570","A319",0,1671,1990,0,"Male","3701","1665","Elm"
"151880",168574,"P0000014041","A318",6.5888671875,1672,1990,0.0017802937550662,"Male","3701","1665","Elm"
"152200",168908,"P0000014058","A318",0,1672,1990,0,"Male","3701","1665","Elm"
"152520",169242,"P0000014191","A318",2.353515625,1672,1990,0.000635913435557957,"Male","3701","1665","Elm"
"152840",169576,"P0000025287","A318",0.0478515625,1672,1990,1.29293603080249e-05,"Male","3701","1665","Elm"
"153160",169910,"P0000028644","A318",0,1672,1990,0,"Male","3701","1665","Elm"
"153480",170244,"P0000031080","A318",0,1672,1990,0,"Male","3701","1665","Elm"
"153800",170578,"P0000032574","A318",0,1672,1990,0,"Male","3701","1665","Elm"
"154120",170912,"P0000034578","A318",2.1533203125,1672,1990,0.000581821213861119,"Male","3701","1665","Elm"
"154439",171245,"P0000014069","A317",0.04296875,1673,1990,1.16100378276142e-05,"Male","3701","1665","Elm"
"154758",171579,"P0000025249","A317",10.0185546875,1673,1990,0.00270698586530667,"Male","3701","1665","Elm"
"155077",171913,"P0000039546","A317",0,1673,1990,0,"Male","3701","1665","Elm"
"155396",172247,"P0000041528","A317",0,1673,1990,0,"Male","3701","1665","Elm"
"155714",172580,"P0000014151","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"156032",172914,"P0000028446","A316",8.837890625,1674,1990,0.00238797368954337,"Male","3701","1665","Elm"
"156350",173248,"P0000028650","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"156668",173582,"P0000028671","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"156986",173916,"P0000028693","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"157304",174250,"P0000030332","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"157622",174584,"P0000031035","A316",0.44140625,1674,1990,0.000119266752229127,"Male","3701","1665","Elm"
"157940",174918,"P0000031073","A316",6.09033203125,1674,1990,0.00164559092981627,"Male","3701","1665","Elm"
"158258",175252,"P0000031081","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"158576",175586,"P0000034579","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"158894",175920,"P0000034586","A316",0.65234375,1674,1990,0.000176261483382869,"Male","3701","1665","Elm"
"159212",176254,"P0000038181","A316",0.1357421875,1674,1990,3.66771649554175e-05,"Male","3701","1665","Elm"
"159530",176588,"P0000041532","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"159848",176922,"P0000041544","A316",0,1674,1990,0,"Male","3701","1665","Elm"
"160165",177255,"P0000014027","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"160482",177589,"P0000028526","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"160799",177923,"P0000028645","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"161116",178257,"P0000031062","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"161433",178591,"P0000031068","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"161750",178925,"P0000031077","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"162067",179259,"P0000032572","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"162384",179593,"P0000032576","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"162701",179927,"P0000032577","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"163018",180261,"P0000032593","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"163335",180595,"P0000036874","A315",0,1675,1990,0,"Male","3701","1675","Elm"
"163652",180929,"P0000037402","A315",3.48095703125,1675,1990,0.000940544996284788,"Male","3701","1675","Elm"
"163968",181262,"P0000014042","A314",12.0849609375,1676,1990,0.00326532313901648,"Male","3701","1675","Elm"
"164284",181596,"P0000014086","A314",3.3681640625,1676,1990,0.000910068646987301,"Male","3701","1675","Elm"
"164600",181930,"P0000025259","A314",0,1676,1990,0,"Male","3701","1675","Elm"
"164916",182264,"P0000025265","A314",0.3759765625,1676,1990,0.000101587830991624,"Male","3701","1675","Elm"
"165232",182598,"P0000025280","A314",2.97265625,1676,1990,0.000803203526074034,"Male","3701","1675","Elm"
"165548",182932,"P0000028672","A314",0,1676,1990,0,"Male","3701","1675","Elm"
"165864",183266,"P0000034587","A314",4.287109375,1676,1990,0.00115836513780059,"Male","3701","1675","Elm"
"166180",183600,"P0000039549","A314",0,1676,1990,0,"Male","3701","1675","Elm"
"166496",183934,"P0000041533","A314",0,1676,1990,0,"Male","3701","1675","Elm"
"166811",184267,"P0000014092","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"167126",184601,"P0000028638","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"167441",184935,"P0000030333","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"167756",185269,"P0000031082","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"168071",185603,"P0000031094","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"168386",185937,"P0000032596","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"168701",186271,"P0000034580","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"169016",186605,"P0000034581","A313",0,1677,1990,0,"Male","3701","1675","Elm"
"169330",186938,"P0000014087","A312",5.396484375,1678,1990,0.00145811520534991,"Male","3701","1675","Elm"
"169644",187272,"P0000025260","A312",0,1678,1990,0,"Male","3701","1675","Elm"
"169958",187606,"P0000028527","A312",0,1678,1990,0,"Male","3701","1675","Elm"
"170272",187940,"P0000028696","A312",2.064453125,1678,1990,0.000557809544717644,"Male","3701","1675","Elm"
"170586",188274,"P0000031095","A312",0.6142578125,1678,1990,0.000165970768035666,"Male","3701","1675","Elm"
"170900",188608,"P0000032660","A312",0,1678,1990,0,"Male","3701","1675","Elm"
"171214",188942,"P0000036875","A312",0,1678,1990,0,"Male","3701","1675","Elm"
"171528",189276,"P0000038183","A312",4.958984375,1678,1990,0.00133990391110511,"Male","3701","1675","Elm"
"171842",189610,"P0000041534","A312",0.0234375,1678,1990,6.33274790597136e-06,"Male","3701","1675","Elm"
"172155",189943,"P0000025251","A311",10.6171875,1679,1990,0.00286873480140503,"Male","3701","1675","Elm"
"172468",190277,"P0000025266","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"172781",190611,"P0000028406","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"173094",190945,"P0000028652","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"173407",191279,"P0000031074","A311",0.7373046875,1679,1990,0.000199217694542016,"Male","3701","1675","Elm"
"173720",191613,"P0000032597","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"174033",191947,"P0000032601","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"174346",192281,"P0000034574","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"174659",192615,"P0000034582","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"174972",192949,"P0000039100","A311",6.08935546875,1679,1990,0.00164532706532018,"Male","3701","1675","Elm"
"175285",193283,"P0000040664","A311",0,1679,1990,0,"Male","3701","1675","Elm"
"175597",193616,"P0000014088","A310",0.7587890625,1680,1990,0.000205022713455823,"Male","3701","1675","Elm"
"175909",193950,"P0000028639","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"176221",194284,"P0000028653","A310",0.88671875,1680,1990,0.000239588962442583,"Male","3701","1675","Elm"
"176533",194618,"P0000028697","A310",0.65234375,1680,1990,0.000176261483382869,"Male","3701","1675","Elm"
"176845",194952,"P0000030334","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"177157",195286,"P0000031055","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"177469",195620,"P0000031070","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"177781",195954,"P0000031101","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"178093",196288,"P0000032578","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"178405",196622,"P0000032608","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"178717",196956,"P0000041414","A310",0,1680,1990,0,"Male","3701","1675","Elm"
"179028",197289,"P0000014094","A309",0,1681,1990,0,"Male","3701","1675","Elm"
"179339",197623,"P0000025261","A309",0,1681,1990,0,"Male","3701","1675","Elm"
"179650",197957,"P0000032588","A309",11.40625,1681,1990,0.00308193731423939,"Male","3701","1675","Elm"
"179961",198291,"P0000032602","A309",0,1681,1990,0,"Male","3701","1675","Elm"
"180272",198625,"P0000032609","A309",0,1681,1990,0,"Male","3701","1675","Elm"
"180583",198959,"P0000032661","A309",0,1681,1990,0,"Male","3701","1675","Elm"
"180894",199293,"P0000041535","A309",6.5283203125,1681,1990,0.00176393415630911,"Male","3701","1675","Elm"
"181204",199626,"P0000014089","A308",0,1682,1990,0,"Male","3701","1675","Elm"
"181514",199960,"P0000014102","A308",0,1682,1990,0,"Male","3701","1675","Elm"
"181824",200294,"P0000025267","A308",11.71533203125,1682,1990,0.00316545042724939,"Male","3701","1675","Elm"
"182134",200628,"P0000025282","A308",8.4091796875,1682,1990,0.00227213717576331,"Male","3701","1675","Elm"
"182444",200962,"P0000028674","A308",1.197265625,1682,1990,0.000323497872196704,"Male","3701","1675","Elm"
"182754",201296,"P0000028685","A308",0,1682,1990,0,"Male","3701","1675","Elm"
"183064",201630,"P0000030697","A308",0,1682,1990,0,"Male","3701","1675","Elm"
"183374",201964,"P0000031084","A308",0,1682,1990,0,"Male","3701","1675","Elm"
