IDp,lifespan,lrs,lrssa,ngo.kk,prop.lrs.non.migrators
P0000005020,80.9022556390977,5,3,10,1
P0000005021,5.76076555023923,0,0,0,1
P0000005022,3.77853725222146,0,0,0,1
P0000005023,33.028024606972,4,3,0,1
P0000005024,79.6226930963773,3,2,17,1
P0000005025,26.2775119617225,3,3,13,1
P0000005026,60.3991797676008,11,4,22,1
P0000005027,74.6356801093643,5,5,8,1
P0000005028,2.98291182501709,0,0,0,1
P0000005029,52.4511278195489,5,5,1,1
P0000005030,81.6322624743677,12,10,29,1
P0000005031,0.112098427887902,0,0,0,1
P0000005032,31.362952836637,3,1,4,1
P0000005033,69.0143540669856,7,3,0,1
P0000005034,0.560492139439508,0,0,0,1
P0000005035,65.7334244702666,4,2,10,1
P0000005036,0.0546821599453178,0,0,0,1
P0000005037,0.926862611073137,0,0,0,1
P0000005038,77.3315105946685,7,4,10,1
P0000005039,28.0382775119617,0,0,0,1
P0000005040,0.426520847573479,0,0,0,1
P0000005042,NA,NA,NA,NA,NA
P0000005043,2.27204374572796,0,0,0,1
P0000005044,16.9213943950786,0,0,0,1
P0000005045,1.43540669856459,0,0,0,1
P0000005046,4.22693096377307,0,0,0,1
P0000005047,56.1503759398496,11,6,3,1
P0000005048,63.9753930280246,9,5,6,1
P0000005049,2.17361585782638,0,0,0,1
P0000005050,48.1449077238551,6,4,13,1
P0000005051,63.8714969241285,9,7,21,1
P0000005052,76.1394395078606,0,0,0,1
P0000005053,40.1175666438824,8,4,0,1
P0000005054,24.2515379357485,1,1,0,1
P0000005055,68.4073820915926,10,5,1,1
P0000005056,52.2597402597403,5,4,19,1
P0000005057,66.7887901572112,6,5,28,1
P0000005058,0.924128503075871,0,0,0,1
P0000005059,71.4285714285714,8,7,24,1
P0000005060,0.535885167464115,0,0,0,1
P0000005061,63.8031442241969,2,0,0,1
P0000005062,0.232399179767601,0,0,0,1
P0000005063,0.546821599453178,0,0,0,1
P0000005067,51.1715652768284,0,0,0,1
P0000005068,60.2050580997949,7,5,0,1
P0000005069,NA,NA,NA,NA,NA
P0000005070,0.314422419685578,0,0,0,1
P0000005071,25.8127136021873,0,0,0,1
P0000005072,NA,NA,NA,NA,NA
P0000005073,9.04442925495557,0,0,0,1
P0000005074,NA,NA,NA,NA,NA
P0000005075,NA,NA,NA,NA,NA
P0000005075,NA,NA,NA,NA,NA
P0000005075,NA,NA,NA,NA,NA
P0000005075,NA,NA,NA,NA,NA
P0000005077,50.3896103896104,6,4,8,1
P0000005078,12.7737525632262,0,0,0,1
P0000005079,45.0498974709501,5,3,3,1
P0000005080,41.3069036226931,8,5,8,1
P0000005081,NA,NA,NA,NA,NA
P0000005082,NA,NA,NA,NA,NA
P0000005083,1.41626794258373,0,0,0,1
P0000005084,88.7655502392344,7,4,22,1
P0000005085,48.6015037593985,6,2,0,1
P0000005086,0.434723171565277,0,0,0,1
P0000005087,4.28161312371839,0,0,0,1
P0000005088,73.1893369788107,9,6,14,1
P0000005089,56.1585782638414,6,3,3,1
P0000005090,0.511278195488722,0,0,0,1
P0000005092,NA,NA,NA,NA,NA
P0000005093,0,0,0,0,1
P0000005094,87.1688311688312,14,14,33,1
P0000005095,NA,NA,NA,NA,NA
P0000005096,2.61927546138072,0,0,0,1
P0000005097,74.9172932330827,12,9,3,1
P0000005098,67.2617908407382,9,6,14,1
P0000005099,39.0731373889269,1,1,0,1
P0000005099,39.0731373889269,1,1,0,1
P0000005101,NA,NA,NA,NA,NA
P0000005102,74.0861244019139,6,5,35,1
P0000005102,74.0861244019139,6,5,35,1
P0000005102,74.0861244019139,6,5,35,1
P0000005102,74.0861244019139,6,5,35,1
P0000005104,55.3793574846206,13,6,13,1
P0000005105,67.3164730006835,7,6,19,1
P0000005106,79.1797676008202,12,8,20,1
P0000005107,69.8345864661654,3,3,6,1
P0000005108,46.4771018455229,2,2,0,1
P0000005109,60.6124401913876,3,2,5,1
P0000005110,NA,NA,NA,NA,NA
P0000005111,NA,NA,NA,NA,NA
P0000005112,NA,NA,NA,NA,NA
P0000005113,1.70334928229665,0,0,0,1
P0000005114,73.4490772385509,5,1,12,1
P0000005115,56.9377990430622,8,5,33,1
P0000005116,19.0512645249487,0,0,0,1
P0000005117,81.0526315789474,18,13,15,1
P0000005118,79.701982228298,8,6,16,1
P0000005119,1.80724538619275,0,0,0,1
P0000005120,0.0109364319890636,0,0,0,1
P0000005121,NA,NA,NA,NA,NA
P0000005122,NA,NA,NA,NA,NA
P0000005123,53.0963773069036,7,5,16,1
P0000005124,35.1797676008202,3,0,0,1
P0000005125,60.2378673957621,7,4,15,1
P0000005125,60.2378673957621,7,4,15,1
P0000005127,7.49419002050581,0,0,0,1
P0000005128,6.19002050580998,0,0,0,1
P0000005129,1.60492139439508,0,0,0,1
P0000005130,0.144907723855092,0,0,0,1
P0000005131,43.7812713602187,5,3,0,1
P0000005132,66.3349282296651,0,0,0,1
P0000005133,0.620642515379358,0,0,0,1
P0000005134,78.4251537935748,10,4,12,1
P0000005135,28.6315789473684,3,2,0,1
P0000005136,1.32330827067669,0,0,0,1
P0000005138,53.9904306220096,0,0,0,1
P0000005139,NA,NA,NA,NA,NA
P0000005140,26.457963089542,0,0,0,1
P0000005141,39.9507860560492,6,5,28,1
P0000005142,43.1196172248804,1,0,0,1
P0000005143,57.9412166780588,0,0,0,1
P0000005144,58.3349282296651,6,5,5,1
P0000005145,0,0,0,0,1
P0000005146,NA,NA,NA,NA,NA
P0000005147,14.838004101162,0,0,0,1
P0000005148,NA,NA,NA,NA,NA
P0000005148,NA,NA,NA,NA,NA
P0000005148,NA,NA,NA,NA,NA
P0000005148,NA,NA,NA,NA,NA
P0000005150,NA,NA,NA,NA,NA
P0000005151,66.0751879699248,5,5,17,1
P0000005152,67.1660970608339,7,3,17,1
P0000005152,67.1660970608339,7,3,17,1
P0000005152,67.1660970608339,7,3,17,1
P0000005155,0.109364319890636,0,0,0,1
P0000005156,2.79425837320574,0,0,0,1
P0000005157,41.0225563909774,12,7,6,1
P0000005158,63.7293233082707,5,1,0,1
P0000005159,0.00820232399179768,0,0,0,1
P0000005160,0.24606971975393,0,0,0,1
P0000005161,NA,NA,NA,NA,NA
P0000005161,NA,NA,NA,NA,NA
P0000005161,NA,NA,NA,NA,NA
P0000005161,NA,NA,NA,NA,NA
P0000005163,NA,NA,NA,NA,NA
P0000005164,43.2727272727273,5,3,0,1
P0000005165,NA,NA,NA,NA,NA
P0000005166,52.2378673957621,14,12,12,1
P0000005167,71.1961722488038,12,6,0,1
P0000005168,0.19958988380041,0,0,0,1
P0000005169,NA,NA,NA,NA,NA
P0000005170,NA,NA,NA,NA,NA
P0000005171,NA,NA,NA,NA,NA
P0000005172,NA,NA,NA,NA,NA
P0000005173,NA,NA,NA,NA,NA
P0000005174,NA,NA,NA,NA,NA
P0000005175,NA,NA,NA,NA,NA
P0000005176,NA,NA,NA,NA,NA
P0000005177,NA,NA,NA,NA,NA
P0000005178,21.3916609706083,0,0,0,1
P0000005179,38.1681476418319,0,0,0,1
P0000005180,0.842105263157895,0,0,0,1
P0000005181,NA,NA,NA,NA,NA
P0000005182,66.4688995215311,5,5,6,1
P0000005183,NA,NA,NA,NA,NA
P0000005184,0.109364319890636,0,0,0,1
P0000005185,1.60492139439508,0,0,0,1
P0000005186,43.0020505809979,0,0,0,1
P0000005187,0.0683526999316473,0,0,0,1
P0000005188,27.2043745727956,0,0,0,1
P0000005190,67.7621326042379,10,7,18,1
P0000005191,77.7060833902939,7,5,0,1
P0000005191,77.7060833902939,7,5,0,1
P0000005191,77.7060833902939,7,5,0,1
P0000005191,77.7060833902939,7,5,0,1
P0000005193,36.946001367054,3,2,0,1
P0000005194,3.71565276828435,0,0,0,1
P0000005195,1.97676008202324,0,0,0,1
P0000005196,NA,NA,NA,NA,NA
P0000005197,66.7286397812714,9,5,12,1
P0000005198,53.4764183185236,0,0,0,1
P0000005199,52.7628161312372,9,4,21,1
P0000005200,64.9733424470267,10,4,14,1
P0000005201,71.6746411483254,9,6,11,1
P0000005202,NA,NA,NA,NA,NA
P0000005203,3.38482570061517,0,0,0,1
P0000005204,49.4545454545455,0,0,0,1
P0000005205,55.6254272043746,10,8,15,1
P0000005206,80.3472317156528,2,1,0,1
P0000005207,0.0300751879699248,0,0,0,1
P0000005208,74.1189336978811,5,5,12,1
P0000005209,3.60902255639098,0,0,0,1
P0000005210,50.7669172932331,4,3,28,1
P0000005211,NA,NA,NA,NA,NA
P0000005212,56.853041695147,3,3,15,1
P0000005213,83.7375256322625,2,2,0,1
P0000005214,NA,NA,NA,NA,NA
P0000005215,15.6035543403964,0,0,0,1
P0000005216,56.0054682159945,7,5,16,1
P0000005217,95.0895420369105,11,7,25,1
P0000005218,69.4436090225564,12,9,16,1
P0000005219,77.3287764866712,7,3,0,1
P0000005220,70.2282980177717,1,0,0,1
P0000005221,11.0047846889952,0,0,0,1
P0000005222,66.4935064935065,9,9,5,1
P0000005223,65.0526315789474,0,0,0,1
P0000005224,84.4128503075871,0,0,0,1
P0000005225,3.80041011619959,0,0,0,1
P0000005226,1.44907723855092,0,0,0,1
P0000005227,72.4183185235817,0,0,0,1
P0000005228,51.5707450444293,1,1,0,1
P0000005229,72.7874231032126,0,0,0,1
P0000005230,NA,NA,NA,NA,NA
P0000005231,64.6780587833219,9,8,25,1
P0000005232,80.1831852358168,4,2,14,1
P0000005233,NA,NA,NA,NA,NA
P0000005234,21.3725222146275,0,0,0,1
P0000005235,71.6719070403281,8,4,13,1
P0000005236,42.1408065618592,5,5,11,1
P0000005237,74.0943267259057,8,4,23,1
P0000005238,NA,NA,NA,NA,NA
P0000005239,NA,NA,NA,NA,NA
P0000005240,9.45454545454546,0,0,0,1
P0000005241,76.6561859193438,7,3,16,1
P0000005242,72.9706083390294,8,7,34,1
P0000005243,75.5434039644566,0,0,0,1
P0000005244,5.11551606288448,0,0,0,1
P0000005245,97.5857826384142,8,5,10,1
P0000005246,1.09364319890636,0,0,0,1
P0000005247,2.12166780587833,0,0,0,1
P0000005248,2.21189336978811,0,0,0,1
P0000005251,NA,NA,NA,NA,NA
P0000005252,NA,NA,NA,NA,NA
P0000005253,1.97949419002051,0,0,0,1
P0000005254,0.987012987012987,0,0,0,1
P0000005255,72.0246069719754,13,3,0,1
P0000005256,NA,NA,NA,NA,NA
P0000005257,0.784688995215311,0,0,0,1
P0000005259,64.6999316473001,8,7,16,1
P0000005260,58.9774436090226,9,8,22,1
P0000005262,85.2112098427888,9,5,8,1
P0000005263,18.7286397812714,0,0,0,1
P0000005264,NA,NA,NA,NA,NA
P0000005265,NA,NA,NA,NA,NA
P0000005266,69.3861927546138,18,10,24,1
P0000005267,NA,NA,NA,NA,NA
P0000005268,81.4436090225564,11,10,18,1
P0000005269,4.51401230348599,0,0,0,1
P0000005270,29.6568694463431,5,2,15,1
P0000005271,0.103896103896104,0,0,0,1
P0000005272,75.742993848257,15,6,9,1
P0000005273,0.21326042378674,0,0,0,1
P0000005274,0.891319207108681,0,0,0,1
P0000005275,33.0745044429255,0,0,0,1
P0000005276,72.6807928913192,8,8,42,1
P0000005277,46.1353383458647,1,0,0,1
P0000005278,28.2433356117567,0,0,0,1
P0000005279,0.538619275461381,0,0,0,1
P0000005280,61.0362269309638,6,3,12,1
P0000005281,NA,NA,NA,NA,NA
P0000005282,44.9815447710185,0,0,0,1
P0000005283,0.423786739576213,0,0,0,1
P0000005284,NA,NA,NA,NA,NA
P0000005285,72.1476418318524,10,9,12,1
P0000005286,NA,NA,NA,NA,NA
P0000005287,NA,NA,NA,NA,NA
P0000005288,44.6261107313739,10,6,2,1
P0000005289,NA,NA,NA,NA,NA
P0000005290,72.3882433356118,6,3,7,1
P0000005291,64.5686944634313,8,3,0,1
P0000005292,29.3069036226931,1,1,0,1
P0000005293,NA,NA,NA,NA,NA
P0000005293,67.9207108680793,4,2,2,1
P0000005293,NA,NA,NA,NA,NA
P0000005293,67.9207108680793,4,2,2,1
P0000005295,72.8585099111415,3,2,0,1
P0000005296,2.57826384142174,0,0,0,1
P0000005297,67.5516062884484,12,4,15,1
P0000005298,8.42378673957621,0,0,0,1
P0000005299,0.164046479835954,0,0,0,1
P0000005300,3.48598769651401,0,0,0,1
P0000005301,0.10663021189337,0,0,0,1
P0000005302,0.114832535885167,0,0,0,1
P0000005303,2.46616541353383,0,0,0,1
P0000005304,71.5434039644566,7,2,9,1
P0000005305,0.133971291866029,0,0,0,1
P0000005306,74.8926862611073,10,8,17,1
P0000005307,58.0861244019139,1,1,2,1
P0000005308,74.6056049213944,14,5,1,1
P0000005309,1.05263157894737,0,0,0,1
P0000005311,20.2542720437457,0,0,0,1
P0000005312,71.5461380724539,8,6,17,1
P0000005313,23.9043062200957,0,0,0,1
P0000005314,NA,NA,NA,NA,NA
P0000005315,NA,NA,NA,NA,NA
P0000005316,35.6008202323992,5,3,7,1
P0000005317,0.229665071770335,0,0,0,1
P0000005318,7.52973342447027,0,0,0,1
P0000005319,58.879015721121,6,0,0,1
P0000005320,55.907040328093,0,0,0,1
P0000005321,2.17361585782638,0,0,0,1
P0000005322,12.5632262474368,0,0,0,1
P0000005323,3.96445659603554,0,0,0,1
P0000005324,44.73000683527,0,0,0,1
P0000005325,0.478468899521531,0,0,0,1
P0000005326,5.00888585099111,0,0,0,1
P0000005327,0.926862611073137,0,0,0,1
P0000005328,57.9166097060834,9,5,8,1
P0000005329,44.2433356117567,1,1,0,1
P0000005330,55.3356117566644,0,0,0,1
P0000005331,NA,NA,NA,NA,NA
P0000005333,0.267942583732057,0,0,0,1
P0000005334,NA,NA,NA,NA,NA
P0000005335,NA,NA,NA,NA,NA
P0000005336,43.5051264524949,5,4,0,1
P0000005337,NA,NA,NA,NA,NA
P0000005338,NA,NA,NA,NA,NA
P0000005338,NA,NA,NA,NA,NA
P0000005338,NA,NA,NA,NA,NA
P0000005338,NA,NA,NA,NA,NA
P0000005340,28.9569377990431,6,3,0,1
P0000005341,NA,NA,NA,NA,NA
P0000005341,NA,NA,NA,NA,NA
P0000005343,1.00615174299385,0,0,0,1
P0000005344,31.5816814764183,4,0,0,1
P0000005345,85.6431989063568,6,4,3,1
P0000005346,41.0416951469583,3,3,10,1
P0000005346,41.0416951469583,3,3,10,1
P0000005346,41.0416951469583,3,3,10,1
P0000005346,41.0416951469583,3,3,10,1
P0000005348,72.1613123718387,11,8,32,1
P0000005350,NA,NA,NA,NA,NA
P0000005351,0.762816131237184,0,0,0,1
P0000005352,55.0704032809296,9,6,30,1
P0000005353,NA,NA,NA,NA,NA
P0000005354,NA,NA,NA,NA,NA
P0000005354,NA,NA,NA,NA,NA
P0000005354,NA,NA,NA,NA,NA
P0000005354,NA,NA,NA,NA,NA
P0000005356,51.5598086124402,9,8,25,1
P0000005357,14.7095010252905,0,0,0,1
P0000005358,NA,NA,NA,NA,NA
P0000005359,0.839371155160629,0,0,0,1
P0000005360,53.5311004784689,11,7,38,1
P0000005361,26.5044429254956,3,3,15,1
P0000005362,50.9419002050581,10,5,0,1
P0000005363,39.9617224880383,4,2,0,1
P0000005364,0.0738209159261791,0,0,0,1
P0000005365,0.333561175666439,0,0,0,1
P0000005366,6.99658236500342,0,0,0,1
P0000005367,5.16746411483254,0,0,0,1
P0000005368,0.508544087491456,0,0,0,1
P0000005369,58.9063568010936,0,0,0,1
P0000005370,NA,NA,NA,NA,NA
P0000005371,NA,NA,NA,NA,NA
P0000005371,NA,NA,NA,NA,NA
P0000005371,89.367053998633,1,0,0,1
P0000005371,89.367053998633,1,0,0,1
P0000005373,69.511961722488,0,0,0,1
P0000005374,57.11004784689,3,2,0,1
P0000005375,1.01161995898838,0,0,0,1
P0000005376,0.76555023923445,0,0,0,1
P0000005377,86.8954203691046,2,1,0,1
P0000005378,33.7416267942584,2,0,0,1
P0000005378,33.7416267942584,2,0,0,1
P0000005378,33.7416267942584,2,0,0,1
P0000005378,33.7416267942584,2,0,0,1
P0000005380,65.6568694463431,9,6,20,1
P0000005383,66.5782638414217,10,8,17,1
P0000005385,49.9685577580314,8,5,16,1
P0000005386,NA,NA,NA,NA,NA
P0000005387,59.8961038961039,0,0,0,1
P0000005388,0.322624743677375,0,0,0,1
P0000005389,1.28503075871497,0,0,0,1
P0000005390,5.1701982228298,0,0,0,1
P0000005391,NA,NA,NA,NA,NA
P0000005392,44.3089542036911,2,1,0,1
P0000005394,NA,NA,NA,NA,NA
P0000005395,0.0546821599453178,0,0,0,1
P0000005396,0.248803827751196,0,0,0,1
P0000005397,54.2911825017088,10,7,17,1
P0000005398,80.6917293233083,3,2,0,1
P0000005399,NA,NA,NA,NA,NA
P0000005400,NA,NA,NA,NA,NA
P0000005402,35.5789473684211,4,4,0,1
P0000005403,57.9986329460014,10,7,21,1
P0000005404,NA,NA,NA,NA,NA
P0000005404,NA,NA,NA,NA,NA
P0000005404,45.8673957621326,1,0,0,1
P0000005404,45.8673957621326,1,0,0,1
P0000005406,47.6555023923445,0,0,0,1
P0000005407,NA,NA,NA,NA,NA
P0000005408,28.2925495557074,3,1,0,1
P0000005409,77.9302802460697,5,2,4,1
P0000005410,88.6534518113465,9,5,15,1
P0000005411,67.1141490088858,1,1,0,1
P0000005412,0.147641831852358,0,0,0,1
P0000005413,0.0136705399863295,0,0,0,1
P0000005414,0.273410799726589,0,0,0,1
P0000005415,77.5693779904306,2,0,0,1
P0000005415,77.5693779904306,2,0,0,1
P0000005415,77.5693779904306,2,0,0,1
P0000005415,77.5693779904306,2,0,0,1
P0000005417,92.5905673274094,0,0,0,1
P0000005418,72.863978127136,5,4,13,1
P0000005419,43.8086124401914,2,2,0,1
P0000005420,81.9138755980861,5,3,10,1
P0000005420,81.9138755980861,5,3,10,1
P0000005422,75.3000683526999,10,4,9,1
P0000005423,0.863978127136022,0,0,0,1
P0000005424,0.784688995215311,0,0,0,1
P0000005425,NA,NA,NA,NA,NA
P0000005426,50.1271360218729,5,1,10,1
P0000005427,0.196855775803144,0,0,0,1
P0000005428,10.282980177717,0,0,0,1
P0000005429,17.3424470266576,0,0,0,1
P0000005430,59.8851674641148,10,4,14,1
P0000005431,0.183185235816815,0,0,0,1
P0000005432,76.8503075871497,4,2,11,1
P0000005433,NA,NA,NA,NA,NA
P0000005434,0.155844155844156,0,0,0,1
P0000005435,13.0717703349282,0,0,0,1
P0000005436,26.6302118933698,0,0,0,1
P0000005437,75.1660970608339,3,2,0,1
P0000005438,13.7388926862611,0,0,0,1
P0000005439,41.9576213260424,6,5,16,1
P0000005440,0.262474367737526,0,0,0,1
P0000005441,79.5762132604238,11,6,15,1
P0000005442,52.2898154477102,4,1,5,1
P0000005442,52.2898154477102,4,1,5,1
P0000005442,52.2898154477102,4,1,5,1
P0000005442,52.2898154477102,4,1,5,1
P0000005444,47.1606288448394,6,5,0,1
P0000005445,48.2077922077922,6,1,0,1
P0000005446,1.01435406698565,0,0,0,1
P0000005447,53.9685577580314,10,1,0,1
P0000005448,0.235133287764867,0,0,0,1
P0000005449,4.15311004784689,0,0,0,1
P0000005450,0.00546821599453178,0,0,0,1
P0000005451,9.94395078605605,0,0,0,1
P0000005452,2.65208475734792,0,0,0,1
P0000005453,0.325358851674641,0,0,0,1
P0000005454,35.1086807928913,6,4,19,1
P0000005455,71.5105946684894,1,1,11,1
P0000005455,71.5105946684894,1,1,11,1
P0000005457,80.6042378673958,12,6,4,1
P0000005458,23.4504442925496,0,0,0,1
P0000005459,83.7347915242652,7,5,5,1
P0000005460,61.7142857142857,11,10,18,1
P0000005461,0.00546821599453178,0,0,0,1
P0000005462,0.00273410799726589,0,0,0,1
P0000005463,55.8523581681476,11,5,0,1
P0000005464,71.6008202323992,0,0,0,1
P0000005466,NA,NA,NA,NA,NA
P0000005467,4.08475734791524,0,0,0,1
P0000005468,1.17293233082707,0,0,0,1
P0000005469,59.2043745727956,3,3,10,1
P0000005470,63.6992481203008,10,6,22,1
P0000005471,77.8154477101845,0,0,0,1
P0000005471,77.8154477101845,0,0,0,1
P0000005471,NA,NA,NA,NA,NA
P0000005471,NA,NA,NA,NA,NA
P0000005473,55.1086807928913,3,3,20,1
P0000005474,54.8817498291182,7,5,0,1
P0000005476,30.3157894736842,0,0,0,1
P0000005477,7.49965823650034,0,0,0,1
P0000005478,44.9241285030759,0,0,0,1
P0000005479,1.26315789473684,0,0,0,1
P0000005480,NA,NA,NA,NA,NA
P0000005481,64.4101161995899,2,2,0,1
P0000005482,37.6131237183869,6,4,0,1
P0000005483,57.6158578263841,5,3,0,1
P0000005484,85.1866028708134,10,4,9,1
P0000005485,NA,NA,NA,NA,NA
P0000005486,0,0,0,0,1
P0000005487,0.0191387559808612,0,0,0,1
P0000005488,NA,NA,NA,NA,NA
P0000005489,NA,NA,NA,NA,NA
P0000005490,22.4415584415584,0,0,0,1
P0000005491,77.5092276144908,0,0,0,1
P0000005492,14.5700615174299,0,0,0,1
P0000005493,45.8838004101162,2,1,8,1
P0000005494,0,0,0,0,1
P0000005495,76.6042378673958,0,0,0,1
P0000005495,76.6042378673958,0,0,0,1
P0000005497,75.0895420369105,6,6,11,1
P0000005498,74.1326042378674,6,6,11,1
P0000005499,74.5153793574846,4,4,15,1
P0000005500,68.7136021872864,6,3,9,1
P0000005501,55.9453178400547,5,3,20,1
P0000005502,62.3403964456596,0,0,0,1
P0000005503,NA,NA,NA,NA,NA
P0000005504,32.8913192071087,4,3,11,1
P0000005505,39.0457963089542,8,4,13,1
P0000005506,73.1319207108681,11,2,0,1
P0000005507,0.71907040328093,0,0,0,1
P0000005508,25.6842105263158,2,2,0,1
P0000005509,55.0840738209159,6,4,0,1
P0000005510,61.3971291866029,8,7,16,1
P0000005511,55.2125768967874,8,3,0,1
P0000005512,1.28776486671224,0,0,0,1
P0000005513,62.0095693779904,5,4,13,1
P0000005514,22.9172932330827,1,0,0,1
P0000005515,4.43472317156528,0,0,0,1
P0000005516,34.7723855092276,7,4,0,1
P0000005517,20.555023923445,0,0,0,1
P0000005521,68.1859193438141,6,3,9,1
P0000005522,2.12166780587833,0,0,0,1
P0000005523,78.4634313055366,14,14,33,1
P0000005524,2.04511278195489,0,0,0,1
P0000005525,72.2652084757348,4,4,3,1
P0000005526,61.3861927546138,10,6,16,1
P0000005527,0.00546821599453178,0,0,0,1
P0000005528,NA,NA,NA,NA,NA
P0000005529,24.1421736158578,0,0,0,1
P0000005530,52.1667805878332,13,6,13,1
P0000005531,0.448393711551606,0,0,0,1
P0000005532,64.3991797676008,3,3,22,1
P0000005533,4.00273410799727,0,0,0,1
P0000005534,0.45933014354067,0,0,0,1
P0000005535,42.2447026657553,6,5,9,1
P0000005537,54.4114832535885,2,2,2,1
P0000005537,54.4114832535885,2,2,2,1
P0000005537,54.4114832535885,2,2,2,1
P0000005537,54.4114832535885,2,2,2,1
P0000005539,54.5591250854409,1,1,0,1
P0000005539,NA,NA,NA,NA,NA
P0000005539,54.5591250854409,1,1,0,1
P0000005539,NA,NA,NA,NA,NA
P0000005541,70.6821599453178,3,1,0,1
P0000005542,0.434723171565277,0,0,0,1
P0000005543,0.183185235816815,0,0,0,1
P0000005544,0.836637047163363,0,0,0,1
P0000005545,83.4914559125085,7,6,13,1
P0000005546,2.14354066985646,0,0,0,1
P0000005547,0.166780587833219,0,0,0,1
P0000005548,63.0321257689679,10,7,17,1
P0000005549,0.347231715652768,0,0,0,1
P0000005550,75.0430622009569,10,5,14,1
P0000005551,NA,NA,NA,NA,NA
P0000005552,NA,NA,NA,NA,NA
P0000005553,1.31784005468216,0,0,0,1
P0000005554,59.4012303485988,10,5,1,1
P0000005555,13.3069036226931,0,0,0,1
P0000005556,0.497607655502392,0,0,0,1
P0000005557,70.9801777170198,0,0,0,1
P0000005558,40.2269309637731,0,0,0,1
P0000005559,0.0218728639781271,0,0,0,1
P0000005560,NA,NA,NA,NA,NA
P0000005561,0.809295967190704,0,0,0,1
P0000005562,31.2918660287081,0,0,0,1
P0000005563,0.0492139439507861,0,0,0,1
P0000005564,41.2768284347232,2,2,0,1
P0000005565,4.97060833902939,0,0,0,1
P0000005566,28.73000683527,0,0,0,1
P0000005567,58.0806561859193,6,6,11,1
P0000005568,26.2556390977444,0,0,0,1
P0000005570,30.1107313738893,4,3,3,1
P0000005571,NA,NA,NA,NA,NA
P0000005572,NA,NA,NA,NA,NA
P0000005573,51.6308954203691,3,3,0,1
P0000005574,8.09295967190704,0,0,0,1
P0000005575,47.1032125768968,6,5,0,1
P0000005576,27.9726589200273,5,3,13,1
P0000005577,NA,NA,NA,NA,NA
P0000005578,42.1380724538619,0,0,0,1
P0000005579,55.6363636363636,0,0,0,1
P0000005580,NA,NA,NA,NA,NA
P0000005581,10.5673274094327,0,0,0,1
P0000005582,0.325358851674641,0,0,0,1
P0000005583,85.7443609022556,1,1,0,1
P0000005584,NA,NA,NA,NA,NA
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005585,71.1223513328777,6,3,0,1
P0000005588,0.00273410799726589,0,0,0,1
P0000005589,NA,NA,NA,NA,NA
P0000005590,60.9350649350649,1,0,0,1
P0000005591,22.8462064251538,0,0,0,1
P0000005593,NA,NA,NA,NA,NA
P0000005594,3.05126452494874,0,0,0,1
P0000005595,16.3855092276145,0,0,0,1
P0000005596,0,0,0,0,1
P0000005597,NA,NA,NA,NA,NA
P0000005598,NA,NA,NA,NA,NA
P0000005599,0,0,0,0,1
P0000005603,NA,NA,NA,NA,NA
P0000005604,0.464798359535202,0,0,0,1
P0000005605,NA,NA,NA,NA,NA
P0000005606,1.55844155844156,0,0,0,1
P0000005607,NA,NA,NA,NA,NA
P0000005608,0.147641831852358,0,0,0,1
P0000005609,0.533151059466849,0,0,0,1
P0000005610,24.861244019138802,0,0,0,1
P0000005611,45.2248803827751,12,10,15,1
P0000005612,38.1572112098428,6,3,0,1
P0000005613,60.6015037593985,4,3,2,1
P0000005614,66.7833219412167,8,4,1,1
P0000005615,56.3609022556391,9,3,0,1
P0000005616,NA,NA,NA,NA,NA
P0000005617,0.0574162679425837,0,0,0,1
P0000005618,NA,NA,NA,NA,NA
P0000005619,0.322624743677375,0,0,0,1
P0000005620,30.4032809295967,2,1,0,1
P0000005621,64.7874231032126,3,2,0,1
P0000005622,69.2276144907724,7,4,14,1
P0000005623,62.9227614490772,2,0,0,1
P0000005624,45.0143540669856,0,0,0,1
P0000005625,NA,NA,NA,NA,NA
P0000005626,36.3855092276145,2,1,0,1
P0000005627,10.3048530416951,0,0,0,1
P0000005628,74.7587149692413,13,6,11,1
P0000005629,54.0943267259057,8,7,15,1
P0000005630,83.1223513328776,1,1,3,1
P0000005631,68.2788790157211,4,3,7,1
P0000005633,11.9781271360219,0,0,0,1
P0000005634,69.8482570061517,10,7,17,1
P0000005635,88.9897470950102,12,7,6,1
P0000005636,0.139439507860561,0,0,0,1
P0000005637,66.3103212576897,3,1,0,1
P0000005638,NA,NA,NA,NA,NA
P0000005639,10.8571428571429,0,0,0,1
P0000005640,NA,NA,NA,NA,NA
P0000005641,NA,NA,NA,NA,NA
P0000005642,2.06425153793575,0,0,0,1
P0000005643,48.3609022556391,3,3,3,1
P0000005644,NA,NA,NA,NA,NA
P0000005645,0.0574162679425837,0,0,0,1
