IDp,lifespan,lrs,lrssa,ngo.kk,prop.lrs.non.migrators
P0000001732,73.4490772385509,8,3,6,1
P0000001735,27.0184552289815,2,0,0,1
P0000001737,74.6028708133971,2,0,0,1
P0000001737,74.6028708133971,2,0,0,1
P0000001737,74.6028708133971,2,0,0,1
P0000001737,74.6028708133971,2,0,0,1
P0000001740,NA,NA,NA,NA,NA
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001743,47.4066985645933,1,1,0,1
P0000001748,29.8564593301435,1,0,0,1
P0000001750,53.3834586466165,1,0,0,1
P0000001752,55.2153110047847,7,4,0,1
P0000001755,53.1701982228298,4,4,11,1
P0000001757,NA,NA,NA,NA,NA
P0000001760,75.3602187286398,5,3,3,1
P0000001763,76.0956937799043,8,5,20,1
P0000001765,49.634996582365,8,5,20,1
P0000001767,52.257006151743,0,0,0,1
P0000001771,60.6780587833219,3,3,0,1
P0000001772,67.8468899521531,0,0,0,1
P0000001775,97.9603554340396,0,0,0,1
P0000001778,62.663021189337,3,3,0,1
P0000001779,60.339029391661,3,2,4,1
P0000001783,54.2091592617908,3,2,4,1
P0000001785,63.6254272043746,0,0,0,1
P0000001785,63.6254272043746,0,0,0,1
P0000001785,63.6254272043746,0,0,0,1
P0000001785,63.6254272043746,0,0,0,1
P0000001793,69.7361585782638,4,2,5,1
P0000001797,40.6507177033493,4,2,5,1
P0000001800,69.1073137388927,0,0,0,1
P0000001803,48.8010936431989,8,7,8,1
P0000001808,38.5235816814764,7,6,8,1
P0000001811,36.257006151743,5,3,4,1
P0000001811,36.257006151743,5,3,4,1
P0000001813,70.622009569378,11,7,15,1
P0000001817,33.0006835269993,7,5,6,1
P0000001821,43.0047846889952,4,2,9,1
P0000001824,72.2296650717703,9,6,9,1
P0000001830,22.7012987012987,2,1,0,1
P0000001832,40.7600820232399,7,5,9,1
P0000001836,79.5871496924129,8,5,0,1
P0000001840,53.0553656869446,8,5,0,1
P0000001843,33.9521531100478,0,0,0,1
P0000001844,81.1866028708134,12,4,0,1
P0000001846,79.5324675324675,12,4,0,1
P0000001848,57.7799043062201,13,7,0,1
P0000001850,27.6719070403281,2,1,0,1
P0000001853,23.5707450444293,4,3,0,1
P0000001855,59.9015721120984,7,3,0,1
P0000001855,59.9015721120984,7,3,0,1
P0000001855,59.9015721120984,7,3,0,1
P0000001855,59.9015721120984,7,3,0,1
P0000001858,48.4019138755981,6,6,2,1
P0000001865,73.1401230348599,6,6,2,1
P0000001867,48.1722488038277,4,1,0,1
P0000001870,44.7874231032126,4,1,0,1
P0000001872,69.5201640464798,11,6,21,1
P0000001874,38.6438824333561,5,4,13,1
P0000001876,56.5878332194122,9,1,0,1
P0000001876,58.5864661654135,9,1,0,1
P0000001881,67.2262474367737,9,8,9,1
P0000001884,70.3130553656869,9,8,9,1
P0000001911,72.0246069719754,5,5,0,1
P0000001912,NA,NA,NA,NA,NA
P0000001913,NA,NA,NA,NA,NA
P0000001914,NA,NA,NA,NA,NA
P0000001915,61.933014354067,2,2,0,1
P0000001916,NA,NA,NA,NA,NA
P0000001917,NA,NA,NA,NA,NA
P0000001918,NA,NA,NA,NA,NA
P0000001919,67.5762132604238,1,1,0,1
P0000001920,73.9603554340396,1,1,0,1
P0000001921,68.5768967874231,3,3,0,1
P0000001922,NA,NA,NA,NA,NA
P0000001923,85.8591934381408,2,2,0,1
P0000001924,79.1688311688312,2,2,0,1
P0000001925,NA,NA,NA,NA,NA
P0000001926,NA,NA,NA,NA,NA
P0000001928,80.0300751879699,4,4,0,1
P0000001929,NA,NA,NA,NA,NA
P0000001930,73.3205741626794,4,4,0,1
P0000001931,77.9002050580998,3,3,0,1
P0000001932,72.6944634313055,0,0,0,1
P0000001934,78.7997265892003,3,3,0,1
P0000001935,NA,NA,NA,NA,NA
P0000001936,NA,NA,NA,NA,NA
P0000001937,NA,NA,NA,NA,NA
P0000001938,NA,NA,NA,NA,NA
P0000001939,NA,NA,NA,NA,NA
P0000001942,58.323991797676,3,3,0,1
P0000001943,NA,NA,NA,NA,NA
P0000001944,71.4012303485988,4,4,0,1
P0000001945,NA,NA,NA,NA,NA
P0000001946,NA,NA,NA,NA,NA
P0000001947,NA,NA,NA,NA,NA
P0000001948,NA,NA,NA,NA,NA
P0000001949,NA,NA,NA,NA,NA
P0000001950,NA,NA,NA,NA,NA
P0000001951,NA,NA,NA,NA,NA
P0000001952,NA,NA,NA,NA,NA
P0000001953,NA,NA,NA,NA,NA
P0000001954,NA,NA,NA,NA,NA
P0000001955,NA,NA,NA,NA,NA
P0000001956,NA,NA,NA,NA,NA
P0000001957,NA,NA,NA,NA,NA
P0000001958,NA,NA,NA,NA,NA
P0000001959,NA,NA,NA,NA,NA
P0000001960,NA,NA,NA,NA,NA
P0000001961,NA,NA,NA,NA,NA
P0000001962,NA,NA,NA,NA,NA
P0000001963,NA,NA,NA,NA,NA
P0000001965,57.4436090225564,0,0,0,1
P0000001966,NA,NA,NA,NA,NA
P0000001967,NA,NA,NA,NA,NA
P0000001968,NA,NA,NA,NA,NA
P0000001969,NA,NA,NA,NA,NA
P0000001970,NA,NA,NA,NA,NA
P0000001971,NA,NA,NA,NA,NA
P0000001973,NA,NA,NA,NA,NA
P0000001975,NA,NA,NA,NA,NA
P0000001976,NA,NA,NA,NA,NA
P0000001977,NA,NA,NA,NA,NA
P0000001978,NA,NA,NA,NA,NA
P0000001979,NA,NA,NA,NA,NA
P0000002005,NA,NA,NA,NA,NA
P0000002006,NA,NA,NA,NA,NA
P0000002007,NA,NA,NA,NA,NA
P0000002008,NA,NA,NA,NA,NA
P0000002011,NA,NA,NA,NA,NA
P0000002012,NA,NA,NA,NA,NA
P0000002013,NA,NA,NA,NA,NA
P0000002014,NA,NA,NA,NA,NA
P0000002015,NA,NA,NA,NA,NA
P0000002017,NA,NA,NA,NA,NA
P0000002018,NA,NA,NA,NA,NA
P0000002019,NA,NA,NA,NA,NA
P0000002020,NA,NA,NA,NA,NA
P0000002021,NA,NA,NA,NA,NA
P0000002022,NA,NA,NA,NA,NA
P0000002023,67.8004101161996,4,4,0,1
P0000002045,80.647983595352,12,9,18,1
P0000002048,33.3752563226247,4,3,18,1
P0000002052,56.3882433356118,8,6,0,1
P0000002056,53.5967190704033,6,6,10,1
P0000002062,NA,NA,NA,NA,NA
P0000002065,33.2658920027341,5,4,6,1
P0000002070,33.2768284347232,4,1,0,1
P0000002074,41.0416951469583,4,1,0,1
P0000002078,64.4702665755297,5,3,13,1
P0000002083,66.241968557758,5,3,13,1
P0000002086,52.9295967190704,3,2,0,1
P0000002088,27.5051264524949,1,0,0,1
P0000002092,38.7477785372522,2,2,0,1
P0000002095,52.0382775119617,6,4,7,1
P0000002097,60.133971291866,6,4,7,1
P0000002100,73.9958988380041,9,3,10,1
P0000002108,35.7949419002051,3,2,10,1
P0000002111,38.9118250170882,6,1,0,1
P0000002113,68.4565960355434,3,3,14,1
P0000002118,68.8366370471634,3,3,14,1
P0000002121,56.3362952836637,5,2,0,1
P0000002123,35.0813397129187,5,2,0,1
P0000002125,79.1660970608339,9,3,5,1
P0000002129,59.6062884483937,8,3,5,1
P0000002132,76.4046479835954,10,5,33,1
P0000002132,76.4046479835954,10,5,33,1
P0000002132,76.4046479835954,10,5,33,1
P0000002132,76.4046479835954,10,5,33,1
P0000002135,89.3014354066986,4,3,22,1
P0000002138,64.3609022556391,4,3,22,1
P0000002140,32.3280929596719,0,0,0,1
P0000002141,32.7382091592618,0,0,0,1
P0000002141,32.7382091592618,0,0,0,1
P0000002141,32.7382091592618,0,0,0,1
P0000002141,32.7382091592618,0,0,0,1
P0000002143,73.5803144224197,9,6,12,1
P0000002145,56.8776486671224,9,6,12,1
P0000002147,53.9822282980178,6,4,0,1
P0000002150,NA,NA,NA,NA,NA
P0000002153,48.9788106630212,5,4,0,1
P0000002162,87.4285714285714,10,8,4,1
P0000002167,73.5639097744361,10,8,4,1
P0000002171,84.8885850991114,0,0,0,1
P0000002175,80.5167464114833,0,0,0,1
P0000002177,44.041011619959,1,0,0,1
P0000002185,73.0170881749829,2,2,5,1
P0000002188,74.7368421052632,2,2,5,1
P0000002192,54.6302118933698,0,0,0,1
P0000002195,NA,NA,NA,NA,NA
P0000002199,43.609022556391,6,5,1,1
P0000002202,71.9535201640465,6,5,1,1
P0000002203,65.5693779904306,9,8,17,1
P0000002206,80.6917293233083,9,8,17,1
P0000002210,61.1045796308954,3,2,0,1
P0000002216,64.1503759398496,3,2,0,1
P0000002218,69.7744360902256,14,8,5,1
P0000002223,33.2522214627478,7,5,5,1
P0000002227,45.4272043745728,7,3,0,1
P0000002227,45.4272043745728,7,3,0,1
P0000002227,45.4272043745728,7,3,0,1
P0000002227,45.4272043745728,7,3,0,1
P0000002231,52.637047163363,3,2,0,1
P0000002240,71.3711551606288,10,4,6,1
P0000002243,60.2898154477102,10,5,13,1
P0000002246,57.7717019822283,10,5,13,1
P0000002248,82.8762816131237,8,8,10,1
P0000002253,52.5222146274778,8,8,10,1
P0000002257,79.8906356801094,3,3,6,1
P0000002257,79.8906356801094,3,3,6,1
P0000002257,79.8906356801094,3,3,6,1
P0000002257,79.8906356801094,3,3,6,1
P0000002263,63.8824333561176,7,3,1,1
P0000002267,28.2870813397129,1,1,0,1
P0000002272,71.2125768967874,6,2,1,1
P0000002276,92.514012303486,10,8,1,1
P0000002282,39.1168831168831,5,4,0,1
P0000002285,65.0936431989064,5,4,1,1
P0000002290,59.8605604921394,5,3,6,1
P0000002294,26.5645933014354,2,0,0,1
P0000002298,59.6172248803828,9,7,3,1
P0000002309,33.5201640464798,8,6,3,1
P0000002313,82.6712235133288,1,1,0,1
P0000002313,82.6712235133288,1,1,0,1
P0000002313,82.6712235133288,1,1,0,1
P0000002313,82.6712235133288,1,1,0,1
P0000002316,74.0287081339713,12,9,4,1
P0000002320,43.61995898838,8,5,2,1
P0000002327,79.7211209842789,0,0,0,1
P0000002333,77.1045796308954,5,4,10,1
P0000002336,79.8468899521531,5,4,10,1
P0000002338,47.1305536568694,5,1,9,1
P0000002341,67.6801093643199,6,2,9,1
P0000002341,67.6801093643199,6,2,9,1
P0000002341,67.6801093643199,6,2,9,1
P0000002341,67.6801093643199,6,2,9,1
P0000002345,68.3718386876282,8,5,14,1
P0000002348,81.2330827067669,8,5,14,1
P0000002355,68.3581681476418,7,5,7,1
P0000002359,74.8215994531784,7,5,7,1
P0000002359,74.8215994531784,7,5,7,1
P0000002359,74.8215994531784,7,5,7,1
P0000002359,74.8215994531784,7,5,7,1
P0000002362,NA,NA,NA,NA,NA
P0000002364,NA,NA,NA,NA,NA
P0000002366,87.434039644566,5,3,4,1
P0000002369,71.1332877648667,6,3,4,1
P0000002369,71.1332877648667,6,3,4,1
P0000002373,65.6431989063568,4,3,0,1
P0000002374,36.1886534518113,1,1,0,1
P0000002377,NA,NA,NA,NA,NA
P0000002379,NA,NA,NA,NA,NA
P0000002381,NA,NA,NA,NA,NA
P0000002383,NA,NA,NA,NA,NA
P0000002385,67.1797676008202,0,0,0,1
P0000002388,74.4251537935749,0,0,0,1
P0000002390,63.8851674641148,6,1,0,1
P0000002393,67.5625427204375,6,1,0,1
P0000002396,75.0676691729323,9,6,0,1
P0000002398,69.038961038961,9,6,0,1
P0000002401,NA,NA,NA,NA,NA
P0000002403,64.1667805878332,5,3,1,1
P0000002404,60.514012303486,6,4,12,1
P0000002406,31.5570745044429,5,3,6,1
P0000002408,68.4757347915243,1,1,6,1
P0000002410,66.5263157894737,9,4,9,1
P0000002412,66.4962406015038,9,4,9,1
P0000002414,74.488038277512,1,1,0,1
P0000002417,49.4244702665755,1,1,0,1
P0000002418,65.5830485304169,9,4,1,1
P0000002420,27.5844155844156,5,3,1,1
P0000002422,64.3882433356118,4,1,0,1
P0000002425,28.390977443609,1,0,0,1
P0000002429,86.663021189337,0,0,0,1
P0000002431,67.5488721804511,5,4,1,1
P0000002432,43.1086807928913,2,2,1,1
P0000002434,60.1995898838004,3,2,0,1
P0000002437,81.028024606972,2,0,0,1
P0000002440,65.9576213260424,2,0,0,1
P0000002453,NA,NA,NA,NA,NA
P0000002454,NA,NA,NA,NA,NA
P0000002455,NA,NA,NA,NA,NA
P0000002456,NA,NA,NA,NA,NA
P0000002457,NA,NA,NA,NA,NA
P0000002458,NA,NA,NA,NA,NA
P0000002459,NA,NA,NA,NA,NA
P0000002460,NA,NA,NA,NA,NA
P0000002461,NA,NA,NA,NA,NA
P0000002462,NA,NA,NA,NA,NA
P0000002464,NA,NA,NA,NA,NA
P0000002465,NA,NA,NA,NA,NA
P0000002466,8.32809295967191,0,0,0,1
P0000002467,NA,NA,NA,NA,NA
P0000002468,NA,NA,NA,NA,NA
P0000002469,NA,NA,NA,NA,NA
P0000002470,NA,NA,NA,NA,NA
P0000002471,NA,NA,NA,NA,NA
P0000002472,NA,NA,NA,NA,NA
P0000002473,NA,NA,NA,NA,NA
P0000002474,NA,NA,NA,NA,NA
P0000002475,NA,NA,NA,NA,NA
P0000002476,NA,NA,NA,NA,NA
P0000002477,NA,NA,NA,NA,NA
P0000002479,29.9548872180451,2,2,1,1
P0000002480,52.4347231715653,9,8,8,1
P0000002481,30.7286397812714,8,7,6,1
P0000002482,87.8277511961722,7,5,0,1
P0000002483,62.4032809295967,4,3,0,1
P0000002484,NA,NA,NA,NA,NA
P0000002485,92.9350649350649,0,0,0,1
P0000002486,74.488038277512,0,0,0,1
P0000002487,65.8974709501025,5,5,7,1
P0000002488,73.6131237183869,6,6,7,1
P0000002489,75.1551606288448,6,6,7,1
P0000002490,67.3957621326042,2,2,0,1
P0000002491,49.3861927546138,3,3,5,1
P0000002492,62.1216678058783,2,2,0,1
P0000002493,74.1599453178401,0,0,0,1
P0000002494,88.7464114832536,0,0,0,1
P0000002495,13.9002050580998,0,0,0,1
P0000002496,84.6671223513329,2,2,3,1
P0000002501,0.00546821599453178,0,0,0,1
P0000002504,NA,NA,NA,NA,NA
P0000002505,60.7354750512645,0,0,0,1
P0000002506,76.1859193438141,0,0,0,1
P0000002506,76.1859193438141,0,0,0,1
P0000002506,76.1859193438141,0,0,0,1
P0000002506,76.1859193438141,0,0,0,1
P0000002523,NA,NA,NA,NA,NA
P0000002527,34.7833219412167,3,3,3,1
P0000002528,13.4244702665755,0,0,0,1
P0000002531,NA,NA,NA,NA,NA
P0000002532,35.1742993848257,0,0,0,1
P0000002533,19.7101845522898,0,0,0,1
P0000002534,61.6650717703349,0,0,0,1
P0000002535,72.2706766917293,0,0,0,1
P0000002536,NA,NA,NA,NA,NA
P0000002537,30.2775119617225,0,0,0,1
P0000002538,NA,NA,NA,NA,NA
P0000002539,13.0936431989064,0,0,0,1
P0000002540,NA,NA,NA,NA,NA
P0000002541,NA,NA,NA,NA,NA
P0000002541,NA,NA,NA,NA,NA
P0000002541,NA,NA,NA,NA,NA
P0000002541,NA,NA,NA,NA,NA
P0000002542,NA,NA,NA,NA,NA
P0000002544,NA,NA,NA,NA,NA
P0000002545,NA,NA,NA,NA,NA
P0000002550,0,0,0,0,1
P0000002552,0,0,0,0,1
P0000002553,NA,NA,NA,NA,NA
P0000002554,NA,NA,NA,NA,NA
P0000002555,0.891319207108681,0,0,0,1
P0000002556,NA,NA,NA,NA,NA
P0000002557,NA,NA,NA,NA,NA
P0000002558,8.45386192754614,0,0,0,1
P0000002559,NA,NA,NA,NA,NA
P0000002560,0,0,0,0,1
P0000002561,NA,NA,NA,NA,NA
P0000002562,NA,NA,NA,NA,NA
P0000002563,NA,NA,NA,NA,NA
P0000002564,NA,NA,NA,NA,NA
P0000002565,NA,NA,NA,NA,NA
P0000002566,NA,NA,NA,NA,NA
P0000002567,18.796992481203,0,0,0,1
P0000002568,NA,NA,NA,NA,NA
P0000002569,NA,NA,NA,NA,NA
P0000002570,NA,NA,NA,NA,NA
P0000002571,NA,NA,NA,NA,NA
P0000002572,NA,NA,NA,NA,NA
P0000002573,NA,NA,NA,NA,NA
P0000002574,NA,NA,NA,NA,NA
P0000002575,NA,NA,NA,NA,NA
P0000002576,NA,NA,NA,NA,NA
P0000002577,NA,NA,NA,NA,NA
P0000002578,0,0,0,0,1
P0000002579,0.254272043745728,0,0,0,1
P0000002581,0,0,0,0,1
P0000002582,0.0136705399863295,0,0,0,1
P0000002583,NA,NA,NA,NA,NA
P0000002584,NA,NA,NA,NA,NA
P0000002585,NA,NA,NA,NA,NA
P0000002586,NA,NA,NA,NA,NA
P0000002587,NA,NA,NA,NA,NA
P0000002588,0.39917976760082,0,0,0,1
P0000002589,NA,NA,NA,NA,NA
P0000002590,NA,NA,NA,NA,NA
P0000002591,NA,NA,NA,NA,NA
P0000002592,NA,NA,NA,NA,NA
P0000002596,NA,NA,NA,NA,NA
P0000002599,NA,NA,NA,NA,NA
P0000002601,0.262474367737526,0,0,0,1
P0000002602,27.9152426520848,1,1,0,1
P0000002603,NA,NA,NA,NA,NA
P0000002604,0.369104579630895,0,0,0,1
P0000002605,3.75666438824334,0,0,0,1
P0000002606,4.52768284347232,0,0,0,1
P0000002607,0.0628844839371155,0,0,0,1
P0000002608,21.6431989063568,0,0,0,1
P0000002609,NA,NA,NA,NA,NA
P0000002611,NA,NA,NA,NA,NA
P0000002613,NA,NA,NA,NA,NA
P0000002615,NA,NA,NA,NA,NA
P0000002617,NA,NA,NA,NA,NA
P0000002619,17.9548872180451,0,0,0,1
P0000002620,NA,NA,NA,NA,NA
P0000002621,NA,NA,NA,NA,NA
P0000002622,NA,NA,NA,NA,NA
P0000002623,NA,NA,NA,NA,NA
P0000002624,NA,NA,NA,NA,NA
P0000002625,NA,NA,NA,NA,NA
P0000002626,NA,NA,NA,NA,NA
P0000002627,NA,NA,NA,NA,NA
P0000002628,59.8879015721121,0,0,0,1
P0000002630,0.125768967874231,0,0,0,1
P0000002631,NA,NA,NA,NA,NA
P0000002632,3.61175666438824,0,0,0,1
P0000002633,0.207792207792208,0,0,0,1
P0000002634,NA,NA,NA,NA,NA
P0000002635,0.467532467532468,0,0,0,1
P0000002636,NA,NA,NA,NA,NA
P0000002637,NA,NA,NA,NA,NA
P0000002638,NA,NA,NA,NA,NA
P0000002640,NA,NA,NA,NA,NA
P0000002642,0.899521531100478,0,0,0,1
P0000002643,NA,NA,NA,NA,NA
P0000002644,3.35748462064252,0,0,0,1
P0000002645,NA,NA,NA,NA,NA
P0000002647,0,0,0,0,1
P0000002648,27.7758031442242,0,0,0,1
P0000002649,68.1257689678742,2,2,3,1
P0000002650,NA,NA,NA,NA,NA
P0000002652,2.7012987012987,0,0,0,1
P0000002654,NA,NA,NA,NA,NA
P0000002656,NA,NA,NA,NA,NA
P0000002658,NA,NA,NA,NA,NA
P0000002660,0.418318523581681,0,0,0,1
P0000002661,NA,NA,NA,NA,NA
P0000002662,0.237867395762133,0,0,0,1
P0000002663,NA,NA,NA,NA,NA
P0000002664,NA,NA,NA,NA,NA
P0000002665,NA,NA,NA,NA,NA
P0000002666,NA,NA,NA,NA,NA
P0000002667,NA,NA,NA,NA,NA
P0000002668,NA,NA,NA,NA,NA
P0000002669,NA,NA,NA,NA,NA
P0000002669,NA,NA,NA,NA,NA
P0000002669,NA,NA,NA,NA,NA
P0000002669,NA,NA,NA,NA,NA
P0000002671,26.0314422419686,0,0,0,1
P0000002672,NA,NA,NA,NA,NA
P0000002673,NA,NA,NA,NA,NA
P0000002674,NA,NA,NA,NA,NA
P0000002675,NA,NA,NA,NA,NA
P0000002676,NA,NA,NA,NA,NA
P0000002677,NA,NA,NA,NA,NA
P0000002678,NA,NA,NA,NA,NA
P0000002679,NA,NA,NA,NA,NA
P0000002680,NA,NA,NA,NA,NA
P0000002684,NA,NA,NA,NA,NA
P0000002692,NA,NA,NA,NA,NA
P0000002693,NA,NA,NA,NA,NA
P0000002694,NA,NA,NA,NA,NA
P0000002695,NA,NA,NA,NA,NA
P0000002698,0.516746411483254,0,0,0,1
P0000002699,NA,NA,NA,NA,NA
P0000002701,NA,NA,NA,NA,NA
P0000002703,0.475734791524265,0,0,0,1
P0000002704,2.83253588516746,0,0,0,1
P0000002705,2.54545454545455,0,0,0,1
P0000002706,0.0273410799726589,0,0,0,1
P0000002708,NA,NA,NA,NA,NA
P0000002710,8.35543403964457,0,0,0,1
P0000002711,NA,NA,NA,NA,NA
P0000002713,NA,NA,NA,NA,NA
P0000002714,0.188653451811347,0,0,0,1
P0000002715,NA,NA,NA,NA,NA
P0000002716,NA,NA,NA,NA,NA
P0000002718,NA,NA,NA,NA,NA
P0000002719,NA,NA,NA,NA,NA
P0000002721,NA,NA,NA,NA,NA
P0000002722,NA,NA,NA,NA,NA
P0000002723,NA,NA,NA,NA,NA
P0000002724,NA,NA,NA,NA,NA
P0000002725,NA,NA,NA,NA,NA
P0000002726,NA,NA,NA,NA,NA
P0000002727,NA,NA,NA,NA,NA
P0000002731,NA,NA,NA,NA,NA
P0000002732,NA,NA,NA,NA,NA
P0000002733,NA,NA,NA,NA,NA
P0000002736,NA,NA,NA,NA,NA
P0000002738,NA,NA,NA,NA,NA
P0000002739,NA,NA,NA,NA,NA
P0000002740,NA,NA,NA,NA,NA
P0000002743,4.28161312371839,0,0,0,1
P0000002744,NA,NA,NA,NA,NA
P0000002745,NA,NA,NA,NA,NA
P0000002746,NA,NA,NA,NA,NA
P0000002747,NA,NA,NA,NA,NA
P0000002748,NA,NA,NA,NA,NA
P0000002749,NA,NA,NA,NA,NA
P0000002750,NA,NA,NA,NA,NA
P0000002751,NA,NA,NA,NA,NA
P0000002752,NA,NA,NA,NA,NA
P0000002753,NA,NA,NA,NA,NA
P0000002754,NA,NA,NA,NA,NA
P0000002756,NA,NA,NA,NA,NA
P0000002757,15.5844155844156,0,0,0,1
P0000002758,0.19958988380041,0,0,0,1
P0000002759,NA,NA,NA,NA,NA
P0000002762,NA,NA,NA,NA,NA
P0000002763,NA,NA,NA,NA,NA
P0000002764,NA,NA,NA,NA,NA
P0000002765,NA,NA,NA,NA,NA
P0000002766,NA,NA,NA,NA,NA
P0000002767,NA,NA,NA,NA,NA
P0000002768,NA,NA,NA,NA,NA
P0000002769,NA,NA,NA,NA,NA
P0000002770,NA,NA,NA,NA,NA
P0000002771,NA,NA,NA,NA,NA
P0000002772,NA,NA,NA,NA,NA
P0000002773,NA,NA,NA,NA,NA
P0000002774,NA,NA,NA,NA,NA
P0000002775,0.437457279562543,0,0,0,1
P0000002776,NA,NA,NA,NA,NA
P0000002777,0.0273410799726589,0,0,0,1
P0000002778,NA,NA,NA,NA,NA
P0000002779,NA,NA,NA,NA,NA
P0000002780,NA,NA,NA,NA,NA
P0000002781,NA,NA,NA,NA,NA
P0000002783,NA,NA,NA,NA,NA
P0000002784,NA,NA,NA,NA,NA
P0000002785,0,0,0,0,1
P0000002787,3.8714969241285,0,0,0,1
P0000002788,0.533151059466849,0,0,0,1
P0000002790,NA,NA,NA,NA,NA
P0000002791,0,0,0,0,1
P0000002792,0,0,0,0,1
P0000002793,4.91045796308954,0,0,0,1
P0000002794,2.66302118933698,0,0,0,1
P0000002795,NA,NA,NA,NA,NA
P0000002796,NA,NA,NA,NA,NA
P0000002797,8.94053315105947,0,0,0,1
P0000002798,NA,NA,NA,NA,NA
P0000002799,NA,NA,NA,NA,NA
P0000002801,NA,NA,NA,NA,NA
P0000002802,NA,NA,NA,NA,NA
P0000002803,NA,NA,NA,NA,NA
P0000002804,NA,NA,NA,NA,NA
P0000002806,NA,NA,NA,NA,NA
P0000002807,NA,NA,NA,NA,NA
P0000002809,NA,NA,NA,NA,NA
P0000002810,0.0410116199589884,0,0,0,1
P0000002813,NA,NA,NA,NA,NA
P0000002817,0.0628844839371155,0,0,0,1
P0000002818,NA,NA,NA,NA,NA
P0000002819,NA,NA,NA,NA,NA
P0000002820,NA,NA,NA,NA,NA
P0000002821,NA,NA,NA,NA,NA
P0000002822,33.5365686944634,0,0,0,1
P0000002823,NA,NA,NA,NA,NA
P0000002824,NA,NA,NA,NA,NA
P0000002826,NA,NA,NA,NA,NA
P0000002827,NA,NA,NA,NA,NA
P0000002828,85.8263841421736,2,2,0,1
P0000002829,NA,NA,NA,NA,NA
P0000002830,5.40806561859193,0,0,0,1
P0000002832,NA,NA,NA,NA,NA
P0000002833,23.4914559125085,0,0,0,1
P0000002834,NA,NA,NA,NA,NA
P0000002835,NA,NA,NA,NA,NA
P0000002836,NA,NA,NA,NA,NA
P0000002837,NA,NA,NA,NA,NA
P0000002838,4.79562542720438,0,0,0,1
P0000002839,NA,NA,NA,NA,NA
P0000002840,4.74914559125085,0,0,0,1
P0000002841,NA,NA,NA,NA,NA
P0000002842,NA,NA,NA,NA,NA
P0000002843,58.4032809295967,0,0,0,1
P0000002844,NA,NA,NA,NA,NA
P0000002845,NA,NA,NA,NA,NA
P0000002846,NA,NA,NA,NA,NA
P0000002847,51.825017088175,0,0,0,1
P0000002848,NA,NA,NA,NA,NA
P0000002849,31.8961038961039,0,0,0,1
P0000002850,NA,NA,NA,NA,NA
P0000002851,22.2966507177034,0,0,0,1
P0000002852,8.12303485987696,0,0,0,1
P0000002853,5.66233766233766,0,0,0,1
P0000002854,0.024606971975393,0,0,0,1
P0000002855,NA,NA,NA,NA,NA
P0000002856,NA,NA,NA,NA,NA
P0000002857,NA,NA,NA,NA,NA
P0000002858,NA,NA,NA,NA,NA
P0000002859,NA,NA,NA,NA,NA
P0000002860,NA,NA,NA,NA,NA
P0000002861,4.53315105946685,0,0,0,1
P0000002862,0.0273410799726589,0,0,0,1
P0000002863,45.1975393028025,0,0,0,1
P0000002864,79.3793574846206,0,0,0,1
P0000002865,0,0,0,0,1
P0000002866,NA,NA,NA,NA,NA
P0000002866,NA,NA,NA,NA,NA
P0000002866,NA,NA,NA,NA,NA
P0000002866,NA,NA,NA,NA,NA
P0000002868,NA,NA,NA,NA,NA
P0000002869,20.2542720437457,0,0,0,1
P0000002870,49.9576213260424,0,0,0,1
P0000002871,74.0095693779904,1,1,0,1
P0000002872,0.396445659603554,0,0,0,1
P0000002873,5.29596719070403,0,0,0,1
P0000002874,2.06425153793575,0,0,0,1
P0000002875,25.2658920027341,0,0,0,1
P0000002876,2.46343130553657,0,0,0,1
P0000002877,NA,NA,NA,NA,NA
P0000002878,34.0232399179768,0,0,0,1
P0000002879,NA,NA,NA,NA,NA
P0000002880,NA,NA,NA,NA,NA
P0000002881,0.347231715652768,0,0,0,1
P0000002883,NA,NA,NA,NA,NA
P0000002887,NA,NA,NA,NA,NA
P0000002888,NA,NA,NA,NA,NA
P0000002889,14.8133971291866,0,0,0,1
P0000002890,NA,NA,NA,NA,NA
P0000002911,NA,NA,NA,NA,NA
P0000002912,NA,NA,NA,NA,NA
P0000002913,NA,NA,NA,NA,NA
P0000002914,5.32057416267943,0,0,0,1
P0000002916,NA,NA,NA,NA,NA
P0000002917,NA,NA,NA,NA,NA
P0000002924,NA,NA,NA,NA,NA
P0000002925,NA,NA,NA,NA,NA
P0000002929,NA,NA,NA,NA,NA
P0000002930,NA,NA,NA,NA,NA
P0000002931,NA,NA,NA,NA,NA
P0000002934,NA,NA,NA,NA,NA
P0000002937,NA,NA,NA,NA,NA
P0000002938,62.0013670539986,1,1,0,1
P0000002946,NA,NA,NA,NA,NA
P0000002947,NA,NA,NA,NA,NA
P0000002950,NA,NA,NA,NA,NA
P0000002953,NA,NA,NA,NA,NA
P0000002955,NA,NA,NA,NA,NA
P0000002956,NA,NA,NA,NA,NA
P0000002957,NA,NA,NA,NA,NA
